13190;LITTLE,ABNER;LIONMANE;ABNER LITTLE;;NULL
13191;LITTLETREE,LINDA;LIONMANE;LINDA LITTLETREE;;NULL
13192;LITTLEWING,SUSIE;LIONMANE;SUSIE LITTLEWING;;NULL
13193;LIVEWIRE/RANCE PREST;LIVEWIRE;RANCE PREST;;NULL
13194;LIVING ERASER;NULL;LIVING ERASER;;NULL
13195;LIVING LASER/ARTHUR ;LIVING LASER;ARTHUR ;;NULL
13196;LIVING LIGHTNING/MIG;LIVING LIGHTNING;MIG;;LIVING LIGHTNING
13197;LIVING MONOLITH/AHME;LIVING MONOLITH;AHME;;NULL
13198;LIVING MUMMY;NULL;LIVING MUMMY;;LIVING MUMMY
13199;LIVING TRIBUNAL;NULL;LIVING TRIBUNAL;;LIVING TRIBUNAL
13200;LIZARD II;LIZARD II;NULL;;NULL
13201;LIZARD/DR. CURTIS CO;LIZARD;DR. CURTIS CO;;LIZARD
13202;LLAN;NULL;LLAN;;NULL
13203;LLOIGOROTH;NULL;LLOIGOROTH;;NULL
13204;LLYRA/LLYRA MORRIS;LLYRA;LLYRA MORRIS;;NULL
13205;LLYRON;NULL;LLYRON;;NULL
13206;LO,JIMMY;NULL;JIMMY LO;;NULL
13207;LOBLOLLY/;LOBLOLLY;;;NULL
13208;LOBO;NULL;LOBO;;NULL
13209;LOBO II;NULL;LOBO II;;NULL
13210;LOBO III;NULL;LOBO III;;NULL
13211;LOBO,CARLOS;NULL;CARLOS LOBO;;NULL
13212;LOBO,EDUARDO;NULL;EDUARDO LOBO;;NULL
13213;LOBO,LUCKY;NULL;LUCKY LOBO;;NULL
13214;LOCKDOWN;NULL;LOCKDOWN;;NULL
13215;LOCKE,DR. ALEXANDER;NULL;DR. ALEXANDER LOCKE;;NULL
13216;LOCKE,DR. CASSANDRA;NULL;DR. CASSANDRA LOCKE;;NULL
13217;LOCKER,MR.;NULL;MR. LOCKER;;NULL
13218;LOCKHART;NULL;LOCKHART;;NULL
13219;LOCKHEED;NULL;LOCKHEED;;LOCKHEED
13220;LOCKHEED | MUTANT X-;NULL;LOCKHEED | MUTANT X-;;NULL
13221;LOCKJAW [INHUMAN];NULL;LOCKJAW [INHUMAN];;NULL
13222;LOCKLIN,BEN;NULL;BEN LOCKLIN;;NULL
13223;LOCKLIN,GENERAL MER;NULL;GENERAL MER LOCKLIN;;NULL
13224;LOCOMOTIVE BREATH/LA;LOCOMOTIVE BREATH;LA;;NULL
13225;LOCUS;NULL;LOCUS;;NULL
13226;LOCUST;NULL;LOCUST;;NULL
13227;LODESTONE/ANDREA;LODESTONE;ANDREA;;NULL
13228;LOGA;NULL;LOGA;;NULL
13229;LOGA II;NULL;LOGA II;;NULL
13230;LOGAN,WAYNE;NULL;WAYNE LOGAN;;NULL
13231;LOGOS;NULL;LOGOS;;NULL
13232;LOHAN,PETER;NULL;PETER LOHAN;;NULL
13233;LOKI [ASGARDIAN];NULL;LOKI [ASGARDIAN];;NULL
13234;LOMENZO,NICOLE;NULL;NICOLE LOMENZO;;NULL
13235;LONGARM/;LONGARM;;;NULL
13236;LONGBOW,DESIREE;LONGARM;DESIREE LONGBOW;;NULL
13237;LONGBOW/AMELIA GREER;LONGBOW;AMELIA GREER;;NULL
13238;LONGSHOT;LONGSHOT;NULL;;LONGSHOT
13239;LONKARR;NULL;LONKARR;;NULL
13240;LOOP;NULL;LOOP;;NULL
13241;LOOPNER,LEXINGTON;NULL;LEXINGTON LOOPNER;;NULL
13242;LOOTER/NORTON G. FES;LOOTER;NORTON G. FES;;NULL
13243;LOPEZ,ANGELA;LOOTER;ANGELA LOPEZ;;NULL
13244;LOPEZ,ANTONIO;LOOTER;ANTONIO LOPEZ;;NULL
13245;LOPEZ,DONNA;LOOTER;DONNA LOPEZ;;NULL
13246;LOPEZ,JOSE;LOOTER;JOSE LOPEZ;;NULL
13247;LOPEZ,MARIA;LOOTER;MARIA LOPEZ;;NULL
13248;LOPEZ,MARIA II;LOOTER;MARIA II LOPEZ;;NULL
13249;LOPEZ,SALMA;LOOTER;SALMA LOPEZ;;NULL
13250;LOR,KONA;LOOTER;KONA LOR;;NULL
13251;LORD BALDAR;NULL;LORD BALDAR;;NULL
13252;LORD CHAOS;LORD CHAOS;NULL;;NULL
13253;LORD GASPAR;NULL;LORD GASPAR;;NULL
13254;LORD KARNAJ;NULL;LORD KARNAJ;;NULL
13255;LORD LEADER;LORD LEADER;NULL;;NULL
13256;LORD OF LIGHT/BOWEN;LORD OF LIGHT;BOWEN;;NULL
13257;LORD TEMPLAR/;LORD TEMPLAR;;;NULL
13258;LORD YARU;NULL;LORD YARU;;NULL
13259;LORELEI;NULL;LORELEI;;NULL
13260;LORELEI II/MELODI [A;LORELEI II;MELODI [A;;NULL
13261;LORVEX;NULL;LORVEX;;NULL
13262;LOVE;NULL;LOVE;;NULL
13263;LOVECCHIO,ARGUS;NULL;ARGUS LOVECCHIO;;NULL
13264;LOVEJOY,FRANKLIN;NULL;FRANKLIN LOVEJOY;;NULL
13265;LOWELL,DR.;NULL;DR. LOWELL;;NULL
13266;LU,MR.;NULL;MR. LU;;NULL
13267;LUBENSKI,NATE;NULL;NATE LUBENSKI;;NULL
13268;LUBOWSKI,LUGWRENCH;NULL;LUGWRENCH LUBOWSKI;;NULL
13269;LUCAS;NULL;LUCAS;;NULL
13270;LUCAS,JAMES;NULL;JAMES LUCAS;;NULL
13271;LUCAS,JAMES JR.;NULL;JAMES JR. LUCAS;;NULL
13272;LUCIFER;NULL;LUCIFER;;NULL
13273;LUCIFER II;NULL;LUCIFER II;;NULL
13274;LUCIFER,REV.;NULL;REV. LUCIFER;;NULL
13275;LUDI;NULL;LUDI;;NULL
13276;LUDLUM,ROSS;NULL;ROSS LUDLUM;;NULL
13277;LULLABY/FELICITY HOP;LULLABY;FELICITY HOP;;NULL
13278;LUMINOR;NULL;LUMINOR;;NULL
13279;LUMLEY,JUDY;NULL;JUDY LUMLEY;;NULL
13280;LUMP;NULL;LUMP;;NULL
13281;LUMPKIN,WILHEMINA B;NULL;WILHEMINA B LUMPKIN;;NULL
13282;LUMPKIN,WILLIAM WIL;NULL;WILLIAM WIL LUMPKIN;;NULL
13283;LUMPKIN,WILLIE | TI;NULL;WILLIE | TI LUMPKIN;;NULL
13284;LUNA/LUNA MAXIMOFF [;LUNA;LUNA MAXIMOFF [;;NULL
13285;LUNATIK II;LUNATIK II;NULL;;NULL
13286;LUNATIK/ARISEN TYRK;LUNATIK;ARISEN TYRK;;NULL
13287;LUPE;NULL;LUPE;;NULL
13288;LUPO;NULL;LUPO;;NULL
13289;LURKING UNKNOWN;NULL;LURKING UNKNOWN;;NULL
13290;LYJA LAZERFIST [SKRU;LYJA LAZERFIST [SKRU;NULL;;NULL
13291;LYLLA;NULL;LYLLA;;NULL
13292;LYNN,NORMA;NULL;NORMA LYNN;;NULL
13293;LYNNE,MONICA;NULL;MONICA LYNNE;;NULL
13294;LYTH'KA,COMMANDER;NULL;COMMANDER LYTH'KA;;NULL
13295;M;NULL;M;;NULL
13296;M'DAKA;NULL;M'DAKA;;NULL
13297;M'KAMBA;NULL;M'KAMBA;;NULL
13298;M'KUMBA;NULL;M'KUMBA;;NULL
13299;M'REEL;M'REEL;NULL;;NULL
13300;M'SHULLA;NULL;M'SHULLA;;NULL
13301;M-80/SAYURI KYOTO;M-80;SAYURI KYOTO;;NULL
13302;M-PLATE;NULL;M-PLATE;;NULL
13303;MAA-GOR;NULL;MAA-GOR;;NULL
13304;MACE;NULL;MACE;;NULL
13305;MACENDALE,JASON JR.;NULL;JASON JR. MACENDALE;;NULL
13306;MACENDALE,KAREN;NULL;KAREN MACENDALE;;NULL
13307;MACHETE/FERDINAND LO;MACHETE;FERDINAND LO;;NULL
13308;MACHINE MAN/X-51;MACHINE MAN;X-51;;MACHINE MAN
13309;MACINTOSH,ANN;MACHINE MAN;ANN MACINTOSH;;MACHINE MAN
13310;MACKAY,AILSA;MACHINE MAN;AILSA MACKAY;;MACHINE MAN
13311;MACKAY,MURDO;MACHINE MAN;MURDO MACKAY;;MACHINE MAN
13312;MACKENZIE,AL;MACHINE MAN;AL MACKENZIE;;MACHINE MAN
13313;MACKENZIE,DR. NEIL;MACHINE MAN;DR. NEIL MACKENZIE;;MACHINE MAN
13314;MACLAIN,DR. MYRON;MACHINE MAN;DR. MYRON MACLAIN;;MACHINE MAN
13315;MACON,ANGELO;MACHINE MAN;ANGELO MACON;;MACHINE MAN
13316;MACRAE,TRUTH;MACHINE MAN;TRUTH MACRAE;;MACHINE MAN
13317;MACTAGGART,JOE;MACHINE MAN;JOE MACTAGGART;;MACHINE MAN
13318;MACTAGGART,MOIRA | ;MACHINE MAN;MOIRA |  MACTAGGART;;MACHINE MAN
13319;MACTAGGERT,MOIRA KI;MACHINE MAN;MOIRA KI MACTAGGERT;;MACHINE MAN
13320;MAD DOG/COLONEL BUZZ;MAD DOG;COLONEL BUZZ;;NULL
13321;MAD VIKING/KNUT CAIN;MAD VIKING;KNUT CAIN;;NULL
13322;MADAME HYDRA VI;NULL;MADAME HYDRA VI;;NULL
13323;MADAME MASQUE II/;MADAME MASQUE II;;;NULL
13324;MADAME MASQUE III;MADAME MASQUE III;NULL;;NULL
13325;MADAME MASQUE IV;MADAME MASQUE IV;NULL;;NULL
13326;MADAME MASQUE V;MADAME MASQUE V;NULL;;NULL
13327;MADAME MASQUE VI;MADAME MASQUE VI;NULL;;NULL
13328;MADAME MASQUE/GIULIE;MADAME MASQUE;GIULIE;;MADAME MASQUE
13329;MADAME MENACE/SUNSET;MADAME MENACE;SUNSET;;NULL
13330;MADAME QWA;NULL;MADAME QWA;;NULL
13331;MADAME ROSE;NULL;MADAME ROSE;;NULL
13332;MADAME SLAY;NULL;MADAME SLAY;;NULL
13333;MADAME WEB/CASSANDRA;MADAME WEB;CASSANDRA;;NULL
13334;MADCAP;NULL;MADCAP;;NULL
13335;MADDEN,CHET;NULL;CHET MADDEN;;NULL
13336;MADDICKS,ARTHUR ART;NULL;ARTHUR ART MADDICKS;;NULL
13337;MADDICKS,NADINE;NULL;NADINE MADDICKS;;NULL
13338;MADDICKS,PROFESSOR ;NULL;PROFESSOR  MADDICKS;;NULL
13339;MADISON,TAYLOR;NULL;TAYLOR MADISON;;NULL
13340;MADMAN/PHIL STERNS;MADMAN;PHIL STERNS;;NULL
13341;MADSDEN,TREVOR;MADMAN;TREVOR MADSDEN;;NULL
13342;MAELEN;NULL;MAELEN;;NULL
13343;MAELSTROM/MALCOLM ST;MAELSTROM;MALCOLM ST;;MAELSTROM
13344;MAESTRO;NULL;MAESTRO;;MAESTRO
13345;MAGDALENE/MARISSA DA;MAGDALENE;MARISSA DA;;MAGDALENE
13346;MAGGOTT/JAPHETH;MAGGOTT;JAPHETH;;MAGGOTT
13347;MAGIC;NULL;MAGIC;;NULL
13348;MAGIK/ILLYANA RASPUT;MAGIK;ILLYANA RASPUT;;NULL
13349;MAGMA II/JONATHAN DA;MAGMA II;JONATHAN DA;;NULL
13350;MAGMA/AMARA AQUILLA/;MAGMA;AMARA AQUILLA/;;NULL
13351;MAGNESIUM;NULL;MAGNESIUM;;NULL
13352;MAGNETO | MUTANT X-V;MAGNETO | MUTANT X-V;NULL;;NULL
13353;MAGNETO/MAGNUS/ERIC ;MAGNETO;MAGNUS/ERIC ;;MAGNETO
13354;MAGNIR;NULL;MAGNIR;;NULL
13355;MAGNOR;NULL;MAGNOR;;NULL
13356;MAGNUM,MOSES;NULL;MOSES MAGNUM;;NULL
13357;MAGNUS;NULL;MAGNUS;;NULL
13358;MAGOG;NULL;MAGOG;;NULL
13359;MAGOG II;NULL;MAGOG II;;NULL
13360;MAGRUDER,ALLIE;NULL;ALLIE MAGRUDER;;NULL
13361;MAGUIRE;NULL;MAGUIRE;;NULL
13362;MAGUS;NULL;MAGUS;;NULL
13363;MAGUS II;NULL;MAGUS II;;NULL
13364;MAHA YOGI;NULL;MAHA YOGI;;NULL
13365;MAHKIZMO;NULL;MAHKIZMO;;NULL
13366;MAHONEY,GINNY;NULL;GINNY MAHONEY;;NULL
13367;MAINFRAME II;MAINFRAME II;NULL;;NULL
13368;MAINFRAME/IAN WAJLER;MAINFRAME;IAN WAJLER;;NULL
13369;MAINSPRING;NULL;MAINSPRING;;NULL
13370;MAJCOMB,RENEE;NULL;RENEE MAJCOMB;;NULL
13371;MAJESTON ZELIA;NULL;MAJESTON ZELIA;;NULL
13372;MAJOR DOMO;NULL;MAJOR DOMO;;NULL
13373;MAJOR LOVE;NULL;MAJOR LOVE;;NULL
13374;MAJOR MAPLELEAF/LOUI;MAJOR MAPLELEAF;LOUI;;MAJOR MAPLELEAF
13375;MAJOR VICTORY/MAJ. V;MAJOR VICTORY;MAJ. V;;NULL
13376;MAJOWSKI,SAM MOTHER;MAJOR VICTORY;SAM MOTHER MAJOWSKI;;NULL
13377;MAKKARI/MIKE KHARY/I;MAKKARI;MIKE KHARY/I;;MAKKARI
13378;MAKO;NULL;MAKO;;NULL
13379;MALACHI;NULL;MALACHI;;NULL
13380;MALAN Sometimes spel;NULL;MALAN Sometimes spel;;NULL
13381;MALEKITH/MALCOLM KEI;MALEKITH;MALCOLM KEI;;NULL
13382;MALEVOLENCE;NULL;MALEVOLENCE;;NULL
13383;MALICE;NULL;MALICE;;NULL
13384;MALICE II;NULL;MALICE II;;NULL
13385;MALICE III;NULL;MALICE III;;NULL
13386;MALICE IV;NULL;MALICE IV;;NULL
13387;MALICE V/NAKIA;MALICE V;NAKIA;;NULL
13388;MALONE,JULIUS;MALICE V;JULIUS MALONE;;NULL
13389;MALOVICK/;MALOVICK;;;NULL
13390;MALPHER,KATHY;MALOVICK;KATHY MALPHER;;NULL
13391;MALPRACTICE;NULL;MALPRACTICE;;NULL
13392;MALTESE;NULL;MALTESE;;NULL
13393;MALTZ;NULL;MALTZ;;NULL
13394;MALUS,DR. KARL;NULL;DR. KARL MALUS;;NULL
13395;MAM'SELLE HEPZIBAH;NULL;MAM'SELLE HEPZIBAH;;NULL
13396;MAN-APE/M'BAKU;MAN-APE;M'BAKU;;NULL
13397;MAN-BEAST;MAN-BEAST;NULL;;NULL
13398;MAN-BULL/BULL TAURUS;MAN-BULL;BULL TAURUS;;NULL
13399;MAN-KILLER/KATRINA L;MAN-KILLER;KATRINA L;;NULL
13400;MAN-MOUNTAIN MARKO;NULL;MAN-MOUNTAIN MARKO;;NULL
13401;MAN-OF-WAR;MAN-OF-WAR;NULL;;NULL
13402;MAN-SPIDER CLONE | M;NULL;MAN-SPIDER CLONE | M;;NULL
13403;MAN-SPIDER | MUTANT ;NULL;MAN-SPIDER | MUTANT ;;NULL
13404;MAN-THING/THEODORE T;MAN-THING;THEODORE T;;MAN-THING
13405;MANACLE/;MANACLE;;;NULL
13406;MANAT;NULL;MANAT;;NULL
13407;MANBOT/BERNIE LACHEN;MANBOT;BERNIE LACHEN;;NULL
13408;MANDARIN;NULL;MANDARIN;;MANDARIN
13409;MANDARIN,JAMES;NULL;JAMES MANDARIN;;NULL
13410;MANDRILL/HENSLEY FAR;MANDRILL;HENSLEY FAR;;MANDRILL
13411;MANELLI,DINO;MANDRILL;DINO MANELLI;;MANDRILL
13412;MANGLER/;MANGLER;;;NULL
13413;MANGOG;NULL;MANGOG;;NULL
13414;MANH,COY LEONG XUI;NULL;COY LEONG XUI MANH;;NULL
13415;MANH,COY NGA;NULL;COY NGA MANH;;NULL
13416;MANH,COY TRANH;NULL;COY TRANH MANH;;NULL
13417;MANIKIN/DR. WHITMAN ;MANIKIN;DR. WHITMAN ;;NULL
13418;MANIPULATOR II;MANIPULATOR II;NULL;;NULL
13419;MANIPULATOR/;MANIPULATOR;;;NULL
13420;MANITOU;NULL;MANITOU;;NULL
13421;MANN,DR. J. VERNON ;NULL;DR. J. VERNON  MANN;;NULL
13422;MANNING,DR.;NULL;DR. MANNING;;NULL
13423;MANNING,ERIKA;NULL;ERIKA MANNING;;NULL
13424;MANNING,JANICE;NULL;JANICE MANNING;;NULL
13425;MANOLIS,LT. NICK;NULL;LT. NICK MANOLIS;;NULL
13426;MANSLAUGHTER;NULL;MANSLAUGHTER;;NULL
13427;MANT/ERNEST;MANT;ERNEST;;NULL
13428;MANTA;MANTA;NULL;;MANTA
13429;MANTIS (SPACE PHANTO;MANTIS (SPACE PHANTO;NULL;;NULL
13430;MANTIS/? BRANDT;MANTIS;? BRANDT;;MANTIS
13431;MANTLO,BILL;MANTIS;BILL MANTLO;;MANTIS
13432;MANTONE,JORGE;MANTIS;JORGE MANTONE;;MANTIS
13433;MANX;NULL;MANX;;NULL
13434;MARAUD;NULL;MARAUD;;NULL
13435;MARAUDER;NULL;MARAUDER;;NULL
13436;MARAUDER II;NULL;MARAUDER II;;NULL
13437;MARCEAUX,BELIZE;NULL;BELIZE MARCEAUX;;NULL
13438;MARCEAUX,THEOREN;NULL;THEOREN MARCEAUX;;NULL
13439;MARCHALLA;NULL;MARCHALLA;;NULL
13440;MARCHALLA II;NULL;MARCHALLA II;;NULL
13441;MARGOYLE;NULL;MARGOYLE;;NULL
13442;MARIK;NULL;MARIK;;NULL
13443;MARILLA [INHUMAN];NULL;MARILLA [INHUMAN];;NULL
13444;MARIN,DR.;NULL;DR. MARIN;;NULL
13445;MARIONETTE/MARI;MARIONETTE;MARI;;NULL
13446;MARISSA (OF GENE-TEC;NULL;MARISSA (OF GENE-TEC;;NULL
13447;MARISTA;NULL;MARISTA;;NULL
13448;MARITA;NULL;MARITA;;NULL
13449;MARKED MAN;NULL;MARKED MAN;;NULL
13450;MARKO,KURT;NULL;KURT MARKO;;NULL
13451;MARKS,DR. SHIELA;NULL;DR. SHIELA MARKS;;NULL
13452;MARLES,DR. THOMAS;NULL;DR. THOMAS MARLES;;NULL
13453;MARLEY,MITCH MADMAN;NULL;MITCH MADMAN MARLEY;;NULL
13454;MARLOPOLIS,EDGAR;NULL;EDGAR MARLOPOLIS;;NULL
13455;MARLOWE,STEVE;NULL;STEVE MARLOWE;;NULL
13456;MARLOWE,STEVE JR.;NULL;STEVE JR. MARLOWE;;NULL
13457;MARRERO,ED;NULL;ED MARRERO;;NULL
13458;MARRINA/MARRINA SMAL;MARRINA;MARRINA SMAL;;NULL
13459;MARROW/SARAH ;MARROW;SARAH ;;MARROW
13460;MARRS(-PAYNE),PHOEB;MARROW;PHOEB MARRS(-PAYNE);;MARROW
13461;MARRS,DESMOND;MARROW;DESMOND MARRS;;MARROW
13462;MARSHALL,GRANT;MARROW;GRANT MARSHALL;;MARROW
13463;MARTELL,SHIELD AGEN;MARROW;SHIELD AGEN MARTELL;;MARROW
13464;MARTHA;NULL;MARTHA;;NULL
13465;MARTIN,ASHLEY;NULL;ASHLEY MARTIN;;NULL
13466;MARTIN,TERI;NULL;TERI MARTIN;;NULL
13467;MARTINELLI,VINCENT ;NULL;VINCENT  MARTINELLI;;NULL
13468;MARTINEX;NULL;MARTINEX;;NULL
13469;MARTINEZ,AKASHA;NULL;AKASHA MARTINEZ;;NULL
13470;MARTINEZ,ALITHA;NULL;ALITHA MARTINEZ;;NULL
13471;MARTINEZ,CARMELLO;NULL;CARMELLO MARTINEZ;;NULL
13472;MARTINEZ,ISADORA;NULL;ISADORA MARTINEZ;;NULL
13473;MARTINEZ,LINETTE;NULL;LINETTE MARTINEZ;;NULL
13474;MARTINEZ,MR.;NULL;MR. MARTINEZ;;NULL
13475;MARTINEZ,MRS.;NULL;MRS. MARTINEZ;;NULL
13476;MARTINS;NULL;MARTINS;;NULL
13477;MARTS,MR.;NULL;MR. MARTS;;NULL
13478;MARVEL BOY II/MARTIN;MARVEL BOY II;MARTIN;;NULL
13479;MARVEL BOY III/ROBER;MARVEL BOY III;ROBER;;NULL
13480;MARVEL BOY VI;MARVEL BOY VI;NULL;;NULL
13481;MARVEL BOY VII/DAVID;MARVEL BOY VII;DAVID;;NULL
13482;MARVEL BOY VIII/NOH-;MARVEL BOY VIII;NOH-;;NULL
13483;MARVEL BOY/MARTIN BU;MARVEL BOY;MARTIN BU;;MARVEL BOY
13484;MARVEL GIRL DOPPELGA;MARVEL GIRL DOPPELGA;NULL;;NULL
13485;MARVEL GIRL II/VALER;MARVEL GIRL II;VALER;;NULL
13486;MARVEL GIRL/JEAN GRE;MARVEL GIRL;JEAN GRE;;NULL
13487;MARVEL WOMAN | MUTAN;NULL;MARVEL WOMAN | MUTAN;;NULL
13488;MARX;NULL;MARX;;NULL
13489;MARX,DR.;NULL;DR. MARX;;NULL
13490;MASKED MARAUDER/FRAN;MASKED MARAUDER;FRAN;;NULL
13491;MASON,JOHN;MASKED MARAUDER;JOHN MASON;;NULL
13492;MASON,LOUISE;MASKED MARAUDER;LOUISE MASON;;NULL
13493;MASON,WANDA;MASKED MARAUDER;WANDA MASON;;NULL
13494;MASQUE;NULL;MASQUE;;MASQUE
13495;MASTER ELO;MASTER ELO;NULL;;NULL
13496;MASTER FOUR;MASTER FOUR;NULL;;NULL
13497;MASTER KHAN/TYRONE K;MASTER KHAN;TYRONE K;;NULL
13498;MASTER LINK/WILLIS H;MASTER LINK;WILLIS H;;NULL
13499;MASTER MAN II/ALEXAN;MASTER MAN II;ALEXAN;;NULL
13500;MASTER MAN/WILHELM L;MASTER MAN;WILHELM L;;NULL
13501;MASTER MENACE/DR. EM;MASTER MENACE;DR. EM;;NULL
13502;MASTER MOLD;MASTER MOLD;NULL;;MASTER MOLD
13503;MASTER MOLD II;MASTER MOLD II;NULL;;NULL
13504;MASTER MOLD III;MASTER MOLD III;NULL;;NULL
13505;MASTER MONARCH/;MASTER MONARCH;;;NULL
13506;MASTER OF VENGEANCE;MASTER OF VENGEANCE;NULL;;NULL
13507;MASTER OM;MASTER OM;NULL;;NULL
13508;MASTER ORDER;MASTER ORDER;NULL;;NULL
13509;MASTER PANDEMONIUM/M;MASTER PANDEMONIUM;M;;NULL
13510;MASTER PROGRAMMER;MASTER PROGRAMMER;NULL;;NULL
13511;MASTER TWELVE;MASTER TWELVE;NULL;;NULL
13512;MASTER ZEI;MASTER ZEI;NULL;;NULL
13513;MASTER/ESHU;MASTER;ESHU;;NULL
13514;MASTERBLASTER/;MASTERBLASTER;;;NULL
13515;MASTERMIND II/BOWERS;MASTERMIND II;BOWERS;;NULL
13516;MASTERMIND III;MASTERMIND III;NULL;;NULL
13517;MASTERMIND IV/MARTIN;MASTERMIND IV;MARTIN;;NULL
13518;MASTERMIND V;MASTERMIND V;NULL;;NULL
13519;MASTERMIND/JASON WYN;MASTERMIND;JASON WYN;;MASTERMIND
13520;MASTERS,ALICIA REIS;MASTERMIND;ALICIA REIS MASTERS;;MASTERMIND
13521;MASTERS,DR. AUGUST;MASTERMIND;DR. AUGUST MASTERS;;MASTERMIND
13522;MASTERSON,KEVIN;MASTERMIND;KEVIN MASTERSON;;MASTERMIND
13523;MASTIFF;NULL;MASTIFF;;NULL
13524;MASTIFF,MINNIE;NULL;MINNIE MASTIFF;;NULL
13525;MASTON-DAR;NULL;MASTON-DAR;;NULL
13526;MATADOR/MANUEL ELOGA;MATADOR;MANUEL ELOGA;;NULL
13527;MATHEMANIC/THOMAS SO;MATHEMANIC;THOMAS SO;;MATHEMANIC
13528;MAULER/BRENDAN DOYLE;MAULER;BRENDAN DOYLE;;MAULER
13529;MAUVIUS;NULL;MAUVIUS;;NULL
13530;MAVERICK/CHRISTOPHER;MAVERICK;CHRISTOPHER;;NULL
13531;MAX;NULL;MAX;;NULL
13532;MAX II;NULL;MAX II;;NULL
13533;MAXIMOFF,DJANGO;NULL;DJANGO MAXIMOFF;;NULL
13534;MAXIMUS [INHUMAN];NULL;MAXIMUS [INHUMAN];;NULL
13535;MAXOV;NULL;MAXOV;;NULL
13536;MAXWELL,DR. WILFRED;NULL;DR. WILFRED MAXWELL;;NULL
13537;MAXWELL,MORRIS;NULL;MORRIS MAXWELL;;NULL
13538;MAXXAM;NULL;MAXXAM;;NULL
13539;MAYE,APRIL;NULL;APRIL MAYE;;NULL
13540;MAYHEM/DET. BRIGID O;MAYHEM;DET. BRIGID O;;NULL
13541;MCBRIDE,BEATRICE;MAYHEM;BEATRICE MCBRIDE;;NULL
13542;MCBRIDE,MARTHA;MAYHEM;MARTHA MCBRIDE;;NULL
13543;MCCABE,LINDSAY;MAYHEM;LINDSAY MCCABE;;NULL
13544;MCCABE,NINA;MAYHEM;NINA MCCABE;;NULL
13545;MCCALL,MEREDITH | T;MAYHEM;MEREDITH | T MCCALL;;NULL
13546;MCCAMBRIDGE,MEGAN;MAYHEM;MEGAN MCCAMBRIDGE;;NULL
13547;MCCORMICK,BARRY;MAYHEM;BARRY MCCORMICK;;NULL
13548;MCCORMICK,FIONA;MAYHEM;FIONA MCCORMICK;;NULL
13549;MCCOURT,ALLISON;MAYHEM;ALLISON MCCOURT;;NULL
13550;MCCOY,EDNA ANDREWS;MAYHEM;EDNA ANDREWS MCCOY;;NULL
13551;MCCOY,NORTON;MAYHEM;NORTON MCCOY;;NULL
13552;MCCULLOUGH,DR. ANDR;MAYHEM;DR. ANDR MCCULLOUGH;;NULL
13553;MCDONNELL,OSCAR;MAYHEM;OSCAR MCDONNELL;;NULL
13554;MCDOWELL,SCOTTY;MAYHEM;SCOTTY MCDOWELL;;NULL
13555;MCELROY,JAMES;MAYHEM;JAMES MCELROY;;NULL
13556;MCGIVENEY,BULL;MAYHEM;BULL MCGIVENEY;;NULL
13557;MCGRILL,MARY;MAYHEM;MARY MCGRILL;;NULL
13558;MCHELE,JEREMY;MAYHEM;JEREMY MCHELE;;NULL
13559;MCKEEVER,TINY;MAYHEM;TINY MCKEEVER;;NULL
13560;MCKENNA-DRAKE,MARLE;MAYHEM;MARLE MCKENNA-DRAKE;;NULL
13561;MCKENZIE,LEON;MAYHEM;LEON MCKENZIE;;NULL
13562;MCKENZIE,LEONARD;MAYHEM;LEONARD MCKENZIE;;NULL
13563;MCKENZIE,LYDIA;MAYHEM;LYDIA MCKENZIE;;NULL
13564;MCKENZIE,SCARLETT;MAYHEM;SCARLETT MCKENZIE;;NULL
13565;MCKNIGHT,BOB;MAYHEM;BOB MCKNIGHT;;NULL
13566;MCLAREN,MEGAN;MAYHEM;MEGAN MCLAREN;;NULL
13567;MCLEISH;NULL;MCLEISH;;NULL
13568;MCMURRAY,YVONNE;NULL;YVONNE MCMURRAY;;NULL
13569;MCNAIR,TAD;NULL;TAD MCNAIR;;NULL
13570;MCPHAIL,NATALIE;NULL;NATALIE MCPHAIL;;NULL
13571;MCPHEE,LOUIE;NULL;LOUIE MCPHEE;;NULL
13572;MCPHERSON,LING;NULL;LING MCPHERSON;;NULL
13573;MCSHANE,PATRICK;NULL;PATRICK MCSHANE;;NULL
13574;MEACHUM,HAROLD;NULL;HAROLD MEACHUM;;NULL
13575;MEACHUM,JOY;NULL;JOY MEACHUM;;NULL
13576;MEACHUM,WARD;NULL;WARD MEACHUM;;NULL
13577;MEAGHER,TYLER;NULL;TYLER MEAGHER;;NULL
13578;MEANY;NULL;MEANY;;NULL
13579;MEATMARKET;NULL;MEATMARKET;;NULL
13580;MECHADOOM;NULL;MECHADOOM;;NULL
13581;MECHAMAGE/;MECHAMAGE;;;NULL
13582;MEDEA;NULL;MEDEA;;NULL
13583;MEDINA,ANALISA MARI;NULL;ANALISA MARI MEDINA;;NULL
13584;MEDUSA II;MEDUSA II;NULL;;NULL
13585;MEDUSA | MUTANT X-VE;MEDUSA | MUTANT X-VE;NULL;;NULL
13586;MEDUSA/MEDUSALITH AM;MEDUSA;MEDUSALITH AM;;MEDUSA
13587;MEEK;NULL;MEEK;;NULL
13588;MEER,MAX;NULL;MAX MEER;;NULL
13589;MEGA MAX/;MEGA MAX;;;NULL
13590;MEGATAK;NULL;MEGATAK;;NULL
